sentence_id,text_emotion,audio_emotion,esd_speaker,tts_system,category,congruent,filename
01,happy,sad,0015,STYLE,explicit,False,01_happy_explicit_sad_0015_STYLE.wav
01,happy,sad,0016,F5TTS,explicit,False,01_happy_explicit_sad_0016_F5TTS.wav
01,happy,sad,0017,COSY,explicit,False,01_happy_explicit_sad_0017_COSY.wav
01,happy,angry,0017,COSY,implicit,False,01_happy_implicit_angry_0017_COSY.wav
01,happy,angry,0017,F5TTS,implicit,False,01_happy_implicit_angry_0017_F5TTS.wav
01,happy,angry,0020,STYLE,implicit,False,01_happy_implicit_angry_0020_STYLE.wav
01,happy,happy,0012,F5TTS,implicit,True,01_happy_implicit_happy_0012_F5TTS.wav
01,happy,happy,0014,STYLE,implicit,True,01_happy_implicit_happy_0014_STYLE.wav
01,happy,happy,0019,COSY,implicit,True,01_happy_implicit_happy_0019_COSY.wav
01,happy,neutral,0014,STYLE,implicit,False,01_happy_implicit_neutral_0014_STYLE.wav
01,happy,neutral,0015,COSY,implicit,False,01_happy_implicit_neutral_0015_COSY.wav
01,happy,neutral,0017,F5TTS,implicit,False,01_happy_implicit_neutral_0017_F5TTS.wav
01,happy,sad,0013,STYLE,implicit,False,01_happy_implicit_sad_0013_STYLE.wav
01,happy,sad,0014,F5TTS,implicit,False,01_happy_implicit_sad_0014_F5TTS.wav
01,happy,sad,0018,COSY,implicit,False,01_happy_implicit_sad_0018_COSY.wav
01,neutral,angry,0012,F5TTS,neutral,False,01_neutral_angry_0012_F5TTS.wav
01,neutral,angry,0013,STYLE,neutral,False,01_neutral_angry_0013_STYLE.wav
01,neutral,angry,0018,COSY,neutral,False,01_neutral_angry_0018_COSY.wav
01,neutral,happy,0012,COSY,neutral,False,01_neutral_happy_0012_COSY.wav
01,neutral,happy,0014,STYLE,neutral,False,01_neutral_happy_0014_STYLE.wav
01,neutral,happy,0020,F5TTS,neutral,False,01_neutral_happy_0020_F5TTS.wav
01,neutral,neutral,0017,STYLE,neutral,True,01_neutral_neutral_0017_STYLE.wav
01,neutral,neutral,0018,F5TTS,neutral,True,01_neutral_neutral_0018_F5TTS.wav
01,neutral,neutral,0019,COSY,neutral,True,01_neutral_neutral_0019_COSY.wav
01,neutral,sad,0016,COSY,neutral,False,01_neutral_sad_0016_COSY.wav
01,neutral,sad,0017,F5TTS,neutral,False,01_neutral_sad_0017_F5TTS.wav
01,neutral,sad,0020,STYLE,neutral,False,01_neutral_sad_0020_STYLE.wav
01,sad,angry,0013,F5TTS,explicit,False,01_sad_explicit_angry_0013_F5TTS.wav
01,sad,angry,0020,COSY,explicit,False,01_sad_explicit_angry_0020_COSY.wav
01,sad,angry,0020,STYLE,explicit,False,01_sad_explicit_angry_0020_STYLE.wav
01,sad,happy,0017,STYLE,explicit,False,01_sad_explicit_happy_0017_STYLE.wav
01,sad,happy,0018,COSY,explicit,False,01_sad_explicit_happy_0018_COSY.wav
01,sad,happy,0019,F5TTS,explicit,False,01_sad_explicit_happy_0019_F5TTS.wav
01,sad,neutral,0011,F5TTS,explicit,False,01_sad_explicit_neutral_0011_F5TTS.wav
01,sad,neutral,0014,COSY,explicit,False,01_sad_explicit_neutral_0014_COSY.wav
01,sad,neutral,0020,STYLE,explicit,False,01_sad_explicit_neutral_0020_STYLE.wav
01,sad,sad,0015,STYLE,explicit,True,01_sad_explicit_sad_0015_STYLE.wav
01,sad,sad,0016,COSY,explicit,True,01_sad_explicit_sad_0016_COSY.wav
01,sad,sad,0020,F5TTS,explicit,True,01_sad_explicit_sad_0020_F5TTS.wav
01,sad,angry,0011,STYLE,implicit,False,01_sad_implicit_angry_0011_STYLE.wav
01,sad,angry,0015,COSY,implicit,False,01_sad_implicit_angry_0015_COSY.wav
01,sad,angry,0016,F5TTS,implicit,False,01_sad_implicit_angry_0016_F5TTS.wav
01,sad,happy,0018,F5TTS,implicit,False,01_sad_implicit_happy_0018_F5TTS.wav
01,sad,happy,0019,COSY,implicit,False,01_sad_implicit_happy_0019_COSY.wav
01,sad,happy,0019,STYLE,implicit,False,01_sad_implicit_happy_0019_STYLE.wav
01,sad,neutral,0013,COSY,implicit,False,01_sad_implicit_neutral_0013_COSY.wav
01,sad,neutral,0017,F5TTS,implicit,False,01_sad_implicit_neutral_0017_F5TTS.wav
01,sad,neutral,0017,STYLE,implicit,False,01_sad_implicit_neutral_0017_STYLE.wav
01,sad,sad,0013,COSY,implicit,True,01_sad_implicit_sad_0013_COSY.wav
01,sad,sad,0018,F5TTS,implicit,True,01_sad_implicit_sad_0018_F5TTS.wav
01,sad,sad,0020,STYLE,implicit,True,01_sad_implicit_sad_0020_STYLE.wav
02,angry,angry,0011,F5TTS,explicit,True,02_angry_explicit_angry_0011_F5TTS.wav
02,angry,angry,0014,STYLE,explicit,True,02_angry_explicit_angry_0014_STYLE.wav
02,angry,angry,0018,COSY,explicit,True,02_angry_explicit_angry_0018_COSY.wav
02,angry,happy,0011,COSY,explicit,False,02_angry_explicit_happy_0011_COSY.wav
02,angry,happy,0016,F5TTS,explicit,False,02_angry_explicit_happy_0016_F5TTS.wav
02,angry,happy,0018,STYLE,explicit,False,02_angry_explicit_happy_0018_STYLE.wav
02,angry,neutral,0011,F5TTS,explicit,False,02_angry_explicit_neutral_0011_F5TTS.wav
02,angry,neutral,0016,COSY,explicit,False,02_angry_explicit_neutral_0016_COSY.wav
02,angry,neutral,0016,STYLE,explicit,False,02_angry_explicit_neutral_0016_STYLE.wav
02,angry,sad,0014,F5TTS,explicit,False,02_angry_explicit_sad_0014_F5TTS.wav
02,angry,sad,0020,COSY,explicit,False,02_angry_explicit_sad_0020_COSY.wav
02,angry,sad,0020,STYLE,explicit,False,02_angry_explicit_sad_0020_STYLE.wav
02,angry,angry,0012,COSY,implicit,True,02_angry_implicit_angry_0012_COSY.wav
02,angry,angry,0012,F5TTS,implicit,True,02_angry_implicit_angry_0012_F5TTS.wav
02,angry,angry,0017,STYLE,implicit,True,02_angry_implicit_angry_0017_STYLE.wav
02,angry,happy,0014,COSY,implicit,False,02_angry_implicit_happy_0014_COSY.wav
02,angry,happy,0016,F5TTS,implicit,False,02_angry_implicit_happy_0016_F5TTS.wav
02,angry,happy,0017,STYLE,implicit,False,02_angry_implicit_happy_0017_STYLE.wav
02,angry,neutral,0013,F5TTS,implicit,False,02_angry_implicit_neutral_0013_F5TTS.wav
02,angry,neutral,0014,COSY,implicit,False,02_angry_implicit_neutral_0014_COSY.wav
02,angry,neutral,0016,STYLE,implicit,False,02_angry_implicit_neutral_0016_STYLE.wav
02,angry,sad,0011,STYLE,implicit,False,02_angry_implicit_sad_0011_STYLE.wav
02,angry,sad,0016,COSY,implicit,False,02_angry_implicit_sad_0016_COSY.wav
02,angry,sad,0016,F5TTS,implicit,False,02_angry_implicit_sad_0016_F5TTS.wav
02,happy,angry,0015,F5TTS,explicit,False,02_happy_explicit_angry_0015_F5TTS.wav
02,happy,angry,0017,COSY,explicit,False,02_happy_explicit_angry_0017_COSY.wav
02,happy,angry,0019,STYLE,explicit,False,02_happy_explicit_angry_0019_STYLE.wav
02,happy,happy,0012,COSY,explicit,True,02_happy_explicit_happy_0012_COSY.wav
02,happy,happy,0015,F5TTS,explicit,True,02_happy_explicit_happy_0015_F5TTS.wav
02,happy,happy,0018,STYLE,explicit,True,02_happy_explicit_happy_0018_STYLE.wav
02,happy,neutral,0012,F5TTS,explicit,False,02_happy_explicit_neutral_0012_F5TTS.wav
02,happy,neutral,0016,COSY,explicit,False,02_happy_explicit_neutral_0016_COSY.wav
02,happy,neutral,0017,STYLE,explicit,False,02_happy_explicit_neutral_0017_STYLE.wav
02,happy,sad,0015,STYLE,explicit,False,02_happy_explicit_sad_0015_STYLE.wav
02,happy,sad,0016,COSY,explicit,False,02_happy_explicit_sad_0016_COSY.wav
02,happy,sad,0017,F5TTS,explicit,False,02_happy_explicit_sad_0017_F5TTS.wav
02,happy,angry,0017,F5TTS,implicit,False,02_happy_implicit_angry_0017_F5TTS.wav
02,happy,angry,0019,COSY,implicit,False,02_happy_implicit_angry_0019_COSY.wav
02,happy,angry,0019,STYLE,implicit,False,02_happy_implicit_angry_0019_STYLE.wav
02,happy,happy,0018,STYLE,implicit,True,02_happy_implicit_happy_0018_STYLE.wav
02,happy,happy,0019,F5TTS,implicit,True,02_happy_implicit_happy_0019_F5TTS.wav
02,happy,happy,0020,COSY,implicit,True,02_happy_implicit_happy_0020_COSY.wav
02,happy,neutral,0012,STYLE,implicit,False,02_happy_implicit_neutral_0012_STYLE.wav
02,happy,neutral,0013,F5TTS,implicit,False,02_happy_implicit_neutral_0013_F5TTS.wav
02,happy,neutral,0018,COSY,implicit,False,02_happy_implicit_neutral_0018_COSY.wav
02,happy,sad,0012,F5TTS,implicit,False,02_happy_implicit_sad_0012_F5TTS.wav
02,happy,sad,0012,STYLE,implicit,False,02_happy_implicit_sad_0012_STYLE.wav
02,happy,sad,0014,COSY,implicit,False,02_happy_implicit_sad_0014_COSY.wav
02,neutral,angry,0014,COSY,neutral,False,02_neutral_angry_0014_COSY.wav
02,neutral,angry,0015,STYLE,neutral,False,02_neutral_angry_0015_STYLE.wav
02,neutral,angry,0019,F5TTS,neutral,False,02_neutral_angry_0019_F5TTS.wav
02,neutral,happy,0011,STYLE,neutral,False,02_neutral_happy_0011_STYLE.wav
02,neutral,happy,0014,F5TTS,neutral,False,02_neutral_happy_0014_F5TTS.wav
02,neutral,happy,0020,COSY,neutral,False,02_neutral_happy_0020_COSY.wav
02,neutral,neutral,0013,COSY,neutral,True,02_neutral_neutral_0013_COSY.wav
02,neutral,neutral,0013,STYLE,neutral,True,02_neutral_neutral_0013_STYLE.wav
02,neutral,neutral,0018,F5TTS,neutral,True,02_neutral_neutral_0018_F5TTS.wav
02,neutral,sad,0013,STYLE,neutral,False,02_neutral_sad_0013_STYLE.wav
02,neutral,sad,0014,COSY,neutral,False,02_neutral_sad_0014_COSY.wav
02,neutral,sad,0019,F5TTS,neutral,False,02_neutral_sad_0019_F5TTS.wav
02,sad,angry,0015,COSY,explicit,False,02_sad_explicit_angry_0015_COSY.wav
02,sad,angry,0016,F5TTS,explicit,False,02_sad_explicit_angry_0016_F5TTS.wav
02,sad,angry,0018,STYLE,explicit,False,02_sad_explicit_angry_0018_STYLE.wav
02,sad,happy,0016,F5TTS,explicit,False,02_sad_explicit_happy_0016_F5TTS.wav
02,sad,happy,0018,COSY,explicit,False,02_sad_explicit_happy_0018_COSY.wav
02,sad,happy,0018,STYLE,explicit,False,02_sad_explicit_happy_0018_STYLE.wav
02,sad,neutral,0011,COSY,explicit,False,02_sad_explicit_neutral_0011_COSY.wav
02,sad,neutral,0011,F5TTS,explicit,False,02_sad_explicit_neutral_0011_F5TTS.wav
02,sad,neutral,0016,STYLE,explicit,False,02_sad_explicit_neutral_0016_STYLE.wav
02,sad,sad,0012,STYLE,explicit,True,02_sad_explicit_sad_0012_STYLE.wav
02,sad,sad,0016,F5TTS,explicit,True,02_sad_explicit_sad_0016_F5TTS.wav
02,sad,sad,0019,COSY,explicit,True,02_sad_explicit_sad_0019_COSY.wav
02,sad,angry,0012,COSY,implicit,False,02_sad_implicit_angry_0012_COSY.wav
02,sad,angry,0012,STYLE,implicit,False,02_sad_implicit_angry_0012_STYLE.wav
02,sad,angry,0016,F5TTS,implicit,False,02_sad_implicit_angry_0016_F5TTS.wav
02,sad,happy,0015,STYLE,implicit,False,02_sad_implicit_happy_0015_STYLE.wav
02,sad,happy,0019,COSY,implicit,False,02_sad_implicit_happy_0019_COSY.wav
02,sad,happy,0020,F5TTS,implicit,False,02_sad_implicit_happy_0020_F5TTS.wav
02,sad,neutral,0012,STYLE,implicit,False,02_sad_implicit_neutral_0012_STYLE.wav
02,sad,neutral,0017,COSY,implicit,False,02_sad_implicit_neutral_0017_COSY.wav
02,sad,neutral,0018,F5TTS,implicit,False,02_sad_implicit_neutral_0018_F5TTS.wav
02,sad,sad,0011,COSY,implicit,True,02_sad_implicit_sad_0011_COSY.wav
02,sad,sad,0014,STYLE,implicit,True,02_sad_implicit_sad_0014_STYLE.wav
02,sad,sad,0017,F5TTS,implicit,True,02_sad_implicit_sad_0017_F5TTS.wav
03,angry,angry,0012,F5TTS,explicit,True,03_angry_explicit_angry_0012_F5TTS.wav
03,angry,angry,0015,STYLE,explicit,True,03_angry_explicit_angry_0015_STYLE.wav
03,angry,angry,0020,COSY,explicit,True,03_angry_explicit_angry_0020_COSY.wav
03,angry,happy,0016,STYLE,explicit,False,03_angry_explicit_happy_0016_STYLE.wav
03,angry,happy,0017,F5TTS,explicit,False,03_angry_explicit_happy_0017_F5TTS.wav
03,angry,happy,0020,COSY,explicit,False,03_angry_explicit_happy_0020_COSY.wav
03,angry,neutral,0013,F5TTS,explicit,False,03_angry_explicit_neutral_0013_F5TTS.wav
03,angry,neutral,0015,COSY,explicit,False,03_angry_explicit_neutral_0015_COSY.wav
03,angry,neutral,0020,STYLE,explicit,False,03_angry_explicit_neutral_0020_STYLE.wav
03,angry,sad,0019,COSY,explicit,False,03_angry_explicit_sad_0019_COSY.wav
03,angry,sad,0019,F5TTS,explicit,False,03_angry_explicit_sad_0019_F5TTS.wav
03,angry,sad,0020,STYLE,explicit,False,03_angry_explicit_sad_0020_STYLE.wav
03,angry,angry,0014,STYLE,implicit,True,03_angry_implicit_angry_0014_STYLE.wav
03,angry,angry,0018,F5TTS,implicit,True,03_angry_implicit_angry_0018_F5TTS.wav
03,angry,angry,0020,COSY,implicit,True,03_angry_implicit_angry_0020_COSY.wav
03,angry,happy,0011,F5TTS,implicit,False,03_angry_implicit_happy_0011_F5TTS.wav
03,angry,happy,0011,STYLE,implicit,False,03_angry_implicit_happy_0011_STYLE.wav
03,angry,happy,0018,COSY,implicit,False,03_angry_implicit_happy_0018_COSY.wav
03,angry,neutral,0011,STYLE,implicit,False,03_angry_implicit_neutral_0011_STYLE.wav
03,angry,neutral,0014,F5TTS,implicit,False,03_angry_implicit_neutral_0014_F5TTS.wav
03,angry,neutral,0017,COSY,implicit,False,03_angry_implicit_neutral_0017_COSY.wav
03,angry,sad,0012,COSY,implicit,False,03_angry_implicit_sad_0012_COSY.wav
03,angry,sad,0018,F5TTS,implicit,False,03_angry_implicit_sad_0018_F5TTS.wav
03,angry,sad,0019,STYLE,implicit,False,03_angry_implicit_sad_0019_STYLE.wav
03,happy,angry,0012,COSY,explicit,False,03_happy_explicit_angry_0012_COSY.wav
03,happy,angry,0013,F5TTS,explicit,False,03_happy_explicit_angry_0013_F5TTS.wav
03,happy,angry,0018,STYLE,explicit,False,03_happy_explicit_angry_0018_STYLE.wav
03,happy,happy,0013,F5TTS,explicit,True,03_happy_explicit_happy_0013_F5TTS.wav
03,happy,happy,0016,STYLE,explicit,True,03_happy_explicit_happy_0016_STYLE.wav
03,happy,happy,0019,COSY,explicit,True,03_happy_explicit_happy_0019_COSY.wav
03,happy,neutral,0012,COSY,explicit,False,03_happy_explicit_neutral_0012_COSY.wav
03,happy,neutral,0012,F5TTS,explicit,False,03_happy_explicit_neutral_0012_F5TTS.wav
03,happy,neutral,0020,STYLE,explicit,False,03_happy_explicit_neutral_0020_STYLE.wav
03,happy,sad,0014,F5TTS,explicit,False,03_happy_explicit_sad_0014_F5TTS.wav
03,happy,sad,0014,STYLE,explicit,False,03_happy_explicit_sad_0014_STYLE.wav
03,happy,sad,0018,COSY,explicit,False,03_happy_explicit_sad_0018_COSY.wav
03,happy,angry,0015,F5TTS,implicit,False,03_happy_implicit_angry_0015_F5TTS.wav
03,happy,angry,0016,STYLE,implicit,False,03_happy_implicit_angry_0016_STYLE.wav
03,happy,angry,0018,COSY,implicit,False,03_happy_implicit_angry_0018_COSY.wav
03,happy,happy,0013,F5TTS,implicit,True,03_happy_implicit_happy_0013_F5TTS.wav
03,happy,happy,0016,COSY,implicit,True,03_happy_implicit_happy_0016_COSY.wav
03,happy,happy,0019,STYLE,implicit,True,03_happy_implicit_happy_0019_STYLE.wav
03,happy,neutral,0012,COSY,implicit,False,03_happy_implicit_neutral_0012_COSY.wav
03,happy,neutral,0013,F5TTS,implicit,False,03_happy_implicit_neutral_0013_F5TTS.wav
03,happy,neutral,0018,STYLE,implicit,False,03_happy_implicit_neutral_0018_STYLE.wav
03,happy,sad,0012,STYLE,implicit,False,03_happy_implicit_sad_0012_STYLE.wav
03,happy,sad,0013,F5TTS,implicit,False,03_happy_implicit_sad_0013_F5TTS.wav
03,happy,sad,0019,COSY,implicit,False,03_happy_implicit_sad_0019_COSY.wav
03,neutral,angry,0014,COSY,neutral,False,03_neutral_angry_0014_COSY.wav
03,neutral,angry,0015,STYLE,neutral,False,03_neutral_angry_0015_STYLE.wav
03,neutral,angry,0019,F5TTS,neutral,False,03_neutral_angry_0019_F5TTS.wav
03,neutral,happy,0015,F5TTS,neutral,False,03_neutral_happy_0015_F5TTS.wav
03,neutral,happy,0016,COSY,neutral,False,03_neutral_happy_0016_COSY.wav
03,neutral,happy,0016,STYLE,neutral,False,03_neutral_happy_0016_STYLE.wav
03,neutral,neutral,0015,COSY,neutral,True,03_neutral_neutral_0015_COSY.wav
03,neutral,neutral,0016,STYLE,neutral,True,03_neutral_neutral_0016_STYLE.wav
03,neutral,neutral,0020,F5TTS,neutral,True,03_neutral_neutral_0020_F5TTS.wav
03,neutral,sad,0015,F5TTS,neutral,False,03_neutral_sad_0015_F5TTS.wav
03,neutral,sad,0016,STYLE,neutral,False,03_neutral_sad_0016_STYLE.wav
03,neutral,sad,0020,COSY,neutral,False,03_neutral_sad_0020_COSY.wav
03,sad,angry,0015,COSY,explicit,False,03_sad_explicit_angry_0015_COSY.wav
03,sad,angry,0015,F5TTS,explicit,False,03_sad_explicit_angry_0015_F5TTS.wav
03,sad,angry,0016,STYLE,explicit,False,03_sad_explicit_angry_0016_STYLE.wav
03,sad,happy,0013,F5TTS,explicit,False,03_sad_explicit_happy_0013_F5TTS.wav
03,sad,happy,0015,COSY,explicit,False,03_sad_explicit_happy_0015_COSY.wav
03,sad,happy,0020,STYLE,explicit,False,03_sad_explicit_happy_0020_STYLE.wav
03,sad,neutral,0012,COSY,explicit,False,03_sad_explicit_neutral_0012_COSY.wav
03,sad,neutral,0012,STYLE,explicit,False,03_sad_explicit_neutral_0012_STYLE.wav
03,sad,neutral,0017,F5TTS,explicit,False,03_sad_explicit_neutral_0017_F5TTS.wav
03,sad,sad,0015,F5TTS,explicit,True,03_sad_explicit_sad_0015_F5TTS.wav
03,sad,sad,0018,STYLE,explicit,True,03_sad_explicit_sad_0018_STYLE.wav
03,sad,sad,0019,COSY,explicit,True,03_sad_explicit_sad_0019_COSY.wav
03,sad,angry,0012,STYLE,implicit,False,03_sad_implicit_angry_0012_STYLE.wav
03,sad,angry,0019,COSY,implicit,False,03_sad_implicit_angry_0019_COSY.wav
03,sad,angry,0019,F5TTS,implicit,False,03_sad_implicit_angry_0019_F5TTS.wav
03,sad,happy,0015,STYLE,implicit,False,03_sad_implicit_happy_0015_STYLE.wav
03,sad,happy,0016,F5TTS,implicit,False,03_sad_implicit_happy_0016_F5TTS.wav
03,sad,happy,0019,COSY,implicit,False,03_sad_implicit_happy_0019_COSY.wav
03,sad,neutral,0014,COSY,implicit,False,03_sad_implicit_neutral_0014_COSY.wav
03,sad,neutral,0014,F5TTS,implicit,False,03_sad_implicit_neutral_0014_F5TTS.wav
03,sad,neutral,0016,STYLE,implicit,False,03_sad_implicit_neutral_0016_STYLE.wav
03,sad,sad,0016,COSY,implicit,True,03_sad_implicit_sad_0016_COSY.wav
03,sad,sad,0017,STYLE,implicit,True,03_sad_implicit_sad_0017_STYLE.wav
03,sad,sad,0020,F5TTS,implicit,True,03_sad_implicit_sad_0020_F5TTS.wav
04,angry,angry,0013,STYLE,explicit,True,04_angry_explicit_angry_0013_STYLE.wav
04,angry,angry,0014,COSY,explicit,True,04_angry_explicit_angry_0014_COSY.wav
04,angry,angry,0014,F5TTS,explicit,True,04_angry_explicit_angry_0014_F5TTS.wav
04,angry,happy,0011,F5TTS,explicit,False,04_angry_explicit_happy_0011_F5TTS.wav
04,angry,happy,0015,COSY,explicit,False,04_angry_explicit_happy_0015_COSY.wav
04,angry,happy,0015,STYLE,explicit,False,04_angry_explicit_happy_0015_STYLE.wav
04,angry,neutral,0014,COSY,explicit,False,04_angry_explicit_neutral_0014_COSY.wav
04,angry,neutral,0015,F5TTS,explicit,False,04_angry_explicit_neutral_0015_F5TTS.wav
04,angry,neutral,0017,STYLE,explicit,False,04_angry_explicit_neutral_0017_STYLE.wav
04,angry,sad,0014,F5TTS,explicit,False,04_angry_explicit_sad_0014_F5TTS.wav
04,angry,sad,0017,STYLE,explicit,False,04_angry_explicit_sad_0017_STYLE.wav
04,angry,sad,0019,COSY,explicit,False,04_angry_explicit_sad_0019_COSY.wav
04,angry,angry,0012,F5TTS,implicit,True,04_angry_implicit_angry_0012_F5TTS.wav
04,angry,angry,0020,COSY,implicit,True,04_angry_implicit_angry_0020_COSY.wav
04,angry,angry,0020,STYLE,implicit,True,04_angry_implicit_angry_0020_STYLE.wav
04,angry,happy,0012,STYLE,implicit,False,04_angry_implicit_happy_0012_STYLE.wav
04,angry,happy,0015,F5TTS,implicit,False,04_angry_implicit_happy_0015_F5TTS.wav
04,angry,happy,0020,COSY,implicit,False,04_angry_implicit_happy_0020_COSY.wav
04,angry,neutral,0012,F5TTS,implicit,False,04_angry_implicit_neutral_0012_F5TTS.wav
04,angry,neutral,0014,STYLE,implicit,False,04_angry_implicit_neutral_0014_STYLE.wav
04,angry,neutral,0015,COSY,implicit,False,04_angry_implicit_neutral_0015_COSY.wav
04,angry,sad,0011,F5TTS,implicit,False,04_angry_implicit_sad_0011_F5TTS.wav
04,angry,sad,0012,STYLE,implicit,False,04_angry_implicit_sad_0012_STYLE.wav
04,angry,sad,0017,COSY,implicit,False,04_angry_implicit_sad_0017_COSY.wav
04,happy,angry,0013,COSY,explicit,False,04_happy_explicit_angry_0013_COSY.wav
04,happy,angry,0019,STYLE,explicit,False,04_happy_explicit_angry_0019_STYLE.wav
04,happy,angry,0020,F5TTS,explicit,False,04_happy_explicit_angry_0020_F5TTS.wav
04,happy,happy,0013,COSY,explicit,True,04_happy_explicit_happy_0013_COSY.wav
04,happy,happy,0013,F5TTS,explicit,True,04_happy_explicit_happy_0013_F5TTS.wav
04,happy,happy,0013,STYLE,explicit,True,04_happy_explicit_happy_0013_STYLE.wav
04,happy,neutral,0011,COSY,explicit,False,04_happy_explicit_neutral_0011_COSY.wav
04,happy,neutral,0011,F5TTS,explicit,False,04_happy_explicit_neutral_0011_F5TTS.wav
04,happy,neutral,0015,STYLE,explicit,False,04_happy_explicit_neutral_0015_STYLE.wav
04,happy,sad,0013,STYLE,explicit,False,04_happy_explicit_sad_0013_STYLE.wav
04,happy,sad,0014,COSY,explicit,False,04_happy_explicit_sad_0014_COSY.wav
04,happy,sad,0014,F5TTS,explicit,False,04_happy_explicit_sad_0014_F5TTS.wav
04,happy,angry,0015,STYLE,implicit,False,04_happy_implicit_angry_0015_STYLE.wav
04,happy,angry,0018,COSY,implicit,False,04_happy_implicit_angry_0018_COSY.wav
04,happy,angry,0020,F5TTS,implicit,False,04_happy_implicit_angry_0020_F5TTS.wav
04,happy,happy,0018,F5TTS,implicit,True,04_happy_implicit_happy_0018_F5TTS.wav
04,happy,happy,0019,STYLE,implicit,True,04_happy_implicit_happy_0019_STYLE.wav
04,happy,happy,0020,COSY,implicit,True,04_happy_implicit_happy_0020_COSY.wav
04,happy,neutral,0011,F5TTS,implicit,False,04_happy_implicit_neutral_0011_F5TTS.wav
04,happy,neutral,0012,COSY,implicit,False,04_happy_implicit_neutral_0012_COSY.wav
04,happy,neutral,0015,STYLE,implicit,False,04_happy_implicit_neutral_0015_STYLE.wav
04,happy,sad,0012,STYLE,implicit,False,04_happy_implicit_sad_0012_STYLE.wav
04,happy,sad,0013,F5TTS,implicit,False,04_happy_implicit_sad_0013_F5TTS.wav
04,happy,sad,0015,COSY,implicit,False,04_happy_implicit_sad_0015_COSY.wav
04,neutral,angry,0012,STYLE,neutral,False,04_neutral_angry_0012_STYLE.wav
04,neutral,angry,0014,F5TTS,neutral,False,04_neutral_angry_0014_F5TTS.wav
04,neutral,angry,0016,COSY,neutral,False,04_neutral_angry_0016_COSY.wav
04,neutral,happy,0016,STYLE,neutral,False,04_neutral_happy_0016_STYLE.wav
04,neutral,happy,0018,COSY,neutral,False,04_neutral_happy_0018_COSY.wav
04,neutral,happy,0018,F5TTS,neutral,False,04_neutral_happy_0018_F5TTS.wav
04,neutral,neutral,0012,COSY,neutral,True,04_neutral_neutral_0012_COSY.wav
